current_soc,target_soc,battery_temp,charger_power_kw,battery_capacity_kwh,charging_time_minutes
42.04202863875759,56.5121165524405,25.994063537485797,30.0,30.0,9.794227156685299
43.161055762907,81.14786687328902,22.513854558167523,120.0,75.0,22.34590867080223
37.57957741328215,62.68122752159573,34.353100860916946,7.2,75.0,177.22564007299343
47.90031494068873,89.09896696558529,16.308113152633013,50.0,60.0,49.50210946344588
71.26205166996942,94.01136129014004,43.5921554107186,60.0,30.0,14.523908718764671
78.52486877870342,84.7662082334378,24.170910578615455,7.2,50.0,40.16899878478117
75.21160806205857,93.98491847914862,32.10183510268095,22.0,40.5,36.42240250696888
29.19130731789504,90.04115704067797,19.098639943260864,120.0,75.0,46.67186708454989
24.215520769584355,72.50120033547051,17.447825412007212,7.2,60.0,349.947838235879
57.64751579432775,92.37234891042948,41.70016025452699,50.0,40.5,37.42819051360562
7.695670534755656,53.34439330815677,31.2793390412273,60.0,40.5,19.144373765409114
7.91260508220674,39.32320872350152,31.112472815899665,60.0,30.0,9.812276606961094
77.39388727930773,90.4445492579246,40.26069225035944,50.0,50.0,16.865586144437923
78.18890595969009,91.86847966802624,24.688694188237378,7.2,50.0,95.68982079275523
6.901305756159314,96.70937410518779,40.079403615366175,7.2,60.0,918.6562694981382
16.732778200331452,41.318594614771705,31.476799941183614,7.2,75.0,182.90516177059578
60.34226875218264,84.5549225202612,33.35162238703057,30.0,60.0,41.14659263133134
14.012348585423164,46.7003798591828,17.753971974403257,7.2,60.0,200.19284226837348
62.252331725293324,93.67685022430825,25.389129632682025,120.0,75.0,21.29829069174017
52.63202381507328,59.551463022176954,26.238378438794136,22.0,50.0,10.882264028102629
54.40202237142088,66.01683059699812,17.117062422012896,22.0,30.0,11.888014587339791
65.07119710117998,90.33803494968092,32.201011250158,7.2,30.0,113.02421391632944
51.94547525761796,92.26856310208242,34.54454315573364,30.0,60.0,83.94240741567978
33.29443124209819,40.69867348189054,33.547616530136786,7.2,40.5,29.24792403270729
6.74539518018694,83.62598924926627,23.455643243201997,50.0,40.5,55.617545510855265
70.81040101452898,93.59147478997657,39.10442791154546,7.2,60.0,213.51039562889176
65.5126054450448,99.72002137593059,27.378530307342793,22.0,30.0,47.26138551365438
74.80679942026735,97.14090029843355,27.86982082125055,60.0,30.0,11.913314200530106
45.07456051479225,74.86559619094295,26.688542586576105,60.0,50.0,18.46000100214896
76.89061226623987,97.23185592866353,25.64715571388162,50.0,60.0,26.122559623155784
38.63341414837398,60.16070428391445,24.85993636109748,30.0,75.0,36.16215594047109
64.22136070959154,72.028560456411,29.832609141077445,120.0,40.5,5.0
31.3186259414059,43.77361440445585,19.289750461585076,22.0,40.5,16.394091475709754
11.308010458624807,74.97351167752834,17.182890190925807,22.0,50.0,117.766659860115
11.362828556389394,98.88257213654391,26.22812387268361,7.2,60.0,831.8387535628796
49.391655411596325,70.3645298882508,36.24543586749599,30.0,75.0,41.40168388300747
23.654311582271596,52.21640561683501,28.033555334648142,60.0,75.0,24.048162732424238
60.573039568300125,91.98522641967271,39.683710556300795,7.2,50.0,242.95386268539593
33.115293464277805,55.79650207753969,41.05797384568381,120.0,75.0,10.148126710264536
77.74091200307292,83.48581272136754,41.73429341094213,120.0,75.0,5.0
46.539071330099056,98.51237236829033,30.692935325104465,7.2,30.0,224.20863053776964
52.06685600630476,82.15330649767618,42.03474031472967,7.2,50.0,241.58070651444623
71.76978379181872,87.35478867574864,33.6039779340461,22.0,60.0,36.968200942263785
22.204605927871224,46.563661974367214,25.810352856158048,50.0,50.0,15.924776070266613
28.214571221474582,87.5642205504317,35.54193517661638,60.0,75.0,66.65362787526713
76.2349934968943,94.85312479123255,33.402455878073695,22.0,40.5,36.62477372165343
8.391400257964206,15.67500699860517,26.29390100634149,7.2,40.5,24.85317397721737
49.559803651410135,71.86755896410635,44.0974319344381,30.0,30.0,19.716370009482787
36.11146267532489,57.212005235546414,16.691264899527813,120.0,60.0,8.31907734744981
79.7477627805429,93.21933891360183,38.06962245541531,60.0,40.5,9.044366346103983
38.790810148257016,51.05075623564748,43.62153081776167,60.0,60.0,10.193351736059704
51.35961803434219,71.98997585515355,18.40672776598887,22.0,40.5,34.346877113043575
44.012262583399504,92.46306915292588,31.557205163234567,60.0,50.0,41.1035608676744
7.158700723500423,78.49093839396136,33.60928654060394,22.0,50.0,120.67721503769054
6.0908499250911445,42.26129180542281,32.697530605638995,120.0,50.0,10.644200781768518
46.058473017433364,73.12671884636983,42.31413835209819,120.0,40.5,8.55617856550706
16.030511069677846,94.20266227784198,29.763488792386145,50.0,60.0,105.8379377867756
41.94635704946522,64.38782760107203,34.00202562950177,30.0,50.0,24.55277280436919
48.85745794618653,72.32834008989128,35.93002721090795,50.0,60.0,22.836743286537693
40.54712301971543,81.8975624326379,20.169596136048895,22.0,50.0,83.76610677399285
25.894275427396895,43.126713200288854,17.661076012711668,7.2,75.0,131.95823792444187
32.32023957860566,68.87431350778027,35.71184485888096,7.2,40.5,134.82858934201397
11.131927396165393,89.39728286791053,42.626172015954396,60.0,30.0,44.47332865579588
61.11947677877438,72.37114545988234,21.28047970010131,120.0,40.5,5.0
59.038704604359864,66.2805807569933,19.4321727571868,30.0,50.0,8.896149053795869
44.908511394898674,55.276916979710855,28.42237100470364,30.0,50.0,11.35526250079776
33.2963122328467,39.534779153636315,24.66237496749535,120.0,40.5,5.0
30.71951482086952,66.18653261634972,25.653129098379143,7.2,75.0,247.63561146020575
60.26168565461846,84.63671181291015,32.59606303982277,50.0,50.0,21.556261793069634
72.47355478587592,91.15961421542707,22.330594663939635,30.0,75.0,53.00773195761366
5.565077235055606,30.717698594884407,25.96070459022173,50.0,50.0,17.945284794616526
9.17401170177315,86.46644623870712,16.549064336235386,60.0,60.0,80.00791829003668
48.1998813354245,96.13410489018837,15.159000191928163,120.0,30.0,15.024747491979552
66.56461048650144,91.99422283154396,31.051101961347317,22.0,50.0,57.21528164946352
77.59955498781757,94.9704445020912,20.985207820149594,50.0,30.0,11.302485208265617
62.58346260821291,70.41310797881744,30.18311869078041,50.0,75.0,8.403461612607735
30.245320864544045,43.94930014082329,16.90124911418303,50.0,40.5,8.923255195361232
24.09804910728229,77.41792165165675,37.8068357966906,30.0,50.0,72.32167819454516
67.29645558407968,99.03112146628779,18.72891670456634,30.0,30.0,39.05681724698481
74.48370676922833,94.28819319875494,16.44283931892263,60.0,50.0,18.849402139192627
17.27419571492784,35.04188697564341,39.43724160694146,30.0,40.5,14.973109408599418
49.123000684629254,85.45616834042754,28.558458038971178,120.0,50.0,13.452433714654434
37.90585065412543,75.87693805043195,25.660873554551877,22.0,75.0,96.69184862883759
13.767353053127305,95.11240413995034,33.83124159214253,22.0,60.0,232.63391241640755
45.00958189822411,94.69564586301792,38.65791633673592,120.0,30.0,12.944129626533027
60.79597194295077,66.94291628147454,32.0966905461395,22.0,75.0,13.159909424504184
66.59429785040096,74.73687001864337,40.39356875203555,50.0,75.0,11.099391990422149
35.671638281411994,86.4661316304048,15.366092169541336,30.0,50.0,88.90390539065211
49.92720235829949,92.19333861453326,43.772243836920836,120.0,40.5,16.676411044950772
48.967237401259794,77.25469085773874,33.343627063039435,50.0,50.0,20.92711609401884
57.24881179076692,97.07425955249205,36.217159029401955,22.0,30.0,57.920580100028516
36.80980034767895,84.66363745148254,43.03101044307044,120.0,50.0,20.41014962744774
78.86308992217509,97.40031290761252,18.739880436098005,7.2,30.0,91.3646549866957
49.34565768086969,72.5618637096152,16.64284916466094,7.2,40.5,104.32358516552914
30.012437876835815,60.88845058707637,31.121868088137685,30.0,40.5,27.60669858460133
73.88410437044759,91.28057571874203,15.98540010730315,30.0,50.0,36.464298321855495
17.413498807098037,25.042064313984994,24.344195133982723,60.0,50.0,5.0
54.76530290125329,66.92852610094025,43.832109524083656,7.2,60.0,76.80948424907986
79.76556888844605,92.41622417790349,32.861550519601316,60.0,50.0,12.03850397758724
20.385473036150536,39.61354711128468,16.096490035442848,120.0,50.0,6.561938638025184
38.99666260610207,73.36426778533153,28.222882408146845,22.0,50.0,58.800352687145896
69.63392157601379,98.63316058664148,26.199279488392587,22.0,50.0,68.13536177216601
6.903976674525865,25.660399534431143,36.479166865421924,60.0,30.0,5.985362874295577
19.70848247700896,62.76893781473094,32.851469391012614,7.2,75.0,311.432348747672
22.86370857850449,35.037041865952006,22.295165729983623,120.0,50.0,5.0
15.581138658328518,52.85635303942518,24.719701833203988,22.0,40.5,45.35904544056038
6.989915290536478,27.95806330208791,32.49124682909076,50.0,40.5,11.313602335117704
30.636301377340697,52.333753062367926,26.390772245018006,50.0,60.0,16.85340967540986
46.403538563898515,72.59774461828373,23.83397278625753,50.0,40.5,15.061928352366134
70.13509819234346,87.25502707480598,41.836566806822745,7.2,40.5,104.55056201174371
45.62256609956502,81.90209502639583,22.73663056299607,120.0,50.0,12.960715608657303
72.54292259272893,93.06574535466665,35.49551569336444,120.0,40.5,7.612403822092075
42.35680651332543,50.8931340886329,27.157442640830663,120.0,40.5,5.0
15.501390399533674,41.46388608314946,22.994951801126465,30.0,40.5,23.486293469192855
18.15284589675872,93.42280161909883,27.563115746762193,50.0,40.5,63.79772125600426
76.89703829849154,85.23469801441466,17.710108817328237,30.0,40.5,12.537591192997924
37.78950472679326,95.16649563405842,36.64598583365717,30.0,40.5,87.59766593870046
15.12509580659052,58.76497544653036,23.097336671765845,50.0,50.0,27.004756260290943
42.22746854009272,78.72437656117995,25.027316724508825,22.0,40.5,50.07635184130844
59.61415671527025,82.14753477948726,35.65207189283208,22.0,30.0,29.225970503943522
64.95619092267344,90.8275190597164,23.16435411689888,22.0,60.0,71.6878346240215
73.7985181596682,81.69927587851562,43.50712061462407,7.2,60.0,73.7083973276578
59.91686648071709,93.21355892260641,34.76350100132152,120.0,30.0,8.677629132901675
56.98814085926936,63.949393394232615,35.097523936501176,22.0,30.0,6.519467824949594
73.66162231910315,79.38597443091456,35.922608017405196,7.2,50.0,30.945300446950156
75.81998668350754,89.91542167386774,40.8612795296794,30.0,40.5,20.74326198750916
53.76255128324211,73.80173540488042,31.82031582010542,60.0,40.5,10.002073449922738
38.07741213111212,66.1017706823139,32.17283278300397,7.2,60.0,147.2789704629895
51.941853232775685,95.09041314882434,33.47589564546914,120.0,40.5,16.851777049817326
6.595205813779035,88.9230271617689,30.86811402081636,30.0,50.0,115.28307808502676
62.539121669834515,80.58615215363638,29.396268609117264,7.2,60.0,133.39898702443634
36.33250866255003,66.05246694361394,37.12746904766674,120.0,30.0,5.0
26.54292437405613,51.82731178469313,22.0082325314973,7.2,30.0,63.41237543281225
13.210069900933636,50.2414717204169,18.73312671890569,30.0,40.5,35.95037763654816
49.141567172993405,99.18970511271212,41.525969343945086,30.0,75.0,157.28828597908873
9.873980711217051,49.05890766316711,40.13477205849736,120.0,75.0,17.990792748577313
8.520901786085975,46.736711500280045,16.101958122798408,22.0,50.0,66.77069586493381
52.23334422471148,66.48479925384135,30.547811000291766,50.0,40.5,7.3906660407323335
43.64359432360444,73.86915930795794,44.890073274201725,30.0,50.0,45.48039490237992
45.273081717006015,79.75815740360316,32.402586235134336,22.0,50.0,56.032768018722486
14.713619096210312,91.06798596408272,43.6695449468926,50.0,40.5,78.06669143717214
46.31430279568545,55.54931384951677,27.25359639212096,120.0,50.0,5.0
11.078466193073595,34.55657821922199,35.49776290978788,60.0,75.0,18.83943418922994
41.0439932994986,78.00795169801673,39.740428977754476,22.0,50.0,63.84423087936726
44.09452341353112,93.28866289746713,22.358565967660038,30.0,50.0,87.5783992806528
22.901752347576313,94.959636777757,18.17502281485752,30.0,60.0,189.72813229730087
70.3882645808924,76.10809097266672,39.77450251694288,22.0,50.0,10.665648800491695
5.084008361008212,60.093640598602946,37.69907411354804,50.0,40.5,30.501892599926745
78.58896335205677,93.95767829859358,22.794107431924793,50.0,75.0,22.636319850343348
62.0770926876521,84.89716208867733,43.88976011576984,50.0,60.0,31.18929475114809
64.16052364030583,74.51898983446824,38.125623256229694,50.0,50.0,8.402834752311488
58.142900345197205,80.59746034516172,16.73761381676395,30.0,40.5,32.00809966788209
77.66583914642686,95.66042458203447,18.90258720391896,60.0,60.0,21.46322721002431
29.27076643621559,66.38890882767664,38.112222534233794,22.0,40.5,46.426881133316286
75.82277262183725,82.78256290330118,40.62629323384698,60.0,75.0,9.909269426583018
62.96170850126034,75.33223545858009,18.94005379228134,30.0,30.0,9.785350178319682
59.84525502302642,96.8193572557036,40.72080276277496,50.0,50.0,50.904850777098346
35.700050473628224,93.72008812337009,21.898638176732586,60.0,50.0,54.422601250984044
32.63947577928209,91.54130935378411,29.196297200746713,50.0,30.0,37.55313175681696
62.8191383483039,95.0049905380067,37.830719728289964,30.0,75.0,82.77417669562874
74.06358858617651,91.97403326944634,38.89611872928529,7.2,30.0,75.77677093364179
46.88095044373984,62.733727734915924,19.8247640723457,120.0,75.0,7.990412452022879
28.277146919268034,63.65073404584196,15.348616197243018,22.0,40.5,50.29504692538302
26.874693403197742,79.22054747479237,40.80367191567614,120.0,30.0,12.421927111086074
12.869763381363114,37.74897780651421,44.59987779801439,120.0,60.0,9.78460174170839
5.732813556438774,39.875096026064114,30.531349301541344,7.2,30.0,89.704682264223
10.893387286626556,49.27725955503755,18.98147262129181,22.0,40.5,50.4074978463761
17.56119366943023,30.658802405491794,34.0929074863091,30.0,50.0,15.905245328455816
8.89784627386043,60.50462654734918,36.27181558352749,22.0,60.0,88.91878682813802
66.11188353098842,73.42625054424589,41.844499681815826,50.0,40.5,5.268877379671537
8.056557956935457,27.315237327438478,28.15821649468615,22.0,60.0,34.000001909442204
70.38376749441512,80.77998997569709,44.27595767457394,50.0,75.0,17.836411664857202
54.40308316256571,79.62829323217979,31.660906528128937,22.0,50.0,47.539355581589255
78.10948716100873,94.09382151577748,20.986273527874353,30.0,75.0,41.316489788675234
24.326216638341027,62.0215312610656,41.04817516225142,22.0,75.0,100.7297532817213
60.15127239993145,91.9054730472362,30.145346456790534,22.0,30.0,46.32247060118285
7.204583431738047,46.929002527699225,33.185661406835145,22.0,60.0,70.14347904354409
49.426274644502165,96.0060711820604,21.319865670169996,60.0,40.5,33.90685684933315
14.867576384544485,77.22836568896808,42.27097561996923,22.0,60.0,157.3542389719613
35.97733809857728,45.057739163973466,28.114961664504797,120.0,60.0,5.0
48.456117450762555,84.29708443555131,17.857845238638788,7.2,50.0,256.6722864360392
69.34896904420293,74.58060822007339,32.65237900021816,50.0,60.0,5.0
22.703784750984795,33.017321416057875,20.09273715262622,22.0,75.0,24.603348295866436
37.31656427463545,56.663258031424796,33.5143495981209,7.2,30.0,52.61278377785575
7.750357020015723,77.00116992423386,34.91413582865415,60.0,30.0,26.594606316115506
48.901577329756414,93.92751381129024,21.175236301103048,60.0,60.0,45.902127447846375
44.8377146000774,96.81999664416935,16.18030622005529,30.0,75.0,148.93972786141236
43.04261065162943,50.202627875635585,19.450296028862667,60.0,40.5,5.0
76.38588390674292,93.28253662675588,41.03754883560066,30.0,40.5,29.51468926974609
14.430613385498662,30.123351638473725,19.306270861181787,22.0,40.5,20.62306051311946
19.12618128242011,79.5770043722371,19.68491534376522,120.0,75.0,30.798096253847515
54.622426277836006,99.13718323166718,26.22890301419378,120.0,40.5,16.963830819611438
69.84566269662776,94.17725801603248,18.39329457229719,7.2,60.0,234.37477611089574
54.41641026744929,75.40084171677258,34.53698931124476,22.0,60.0,45.50022216942939
28.858366521358963,91.1660353006946,44.80010812075886,60.0,30.0,39.946018955396276
13.183222382431229,71.40598920744426,37.95572593667354,50.0,50.0,44.616647931801666
64.83602366439759,82.97494846459816,39.53502648525065,120.0,30.0,5.0
50.73738541240209,80.6766654972765,26.41259112698393,60.0,30.0,13.343812195725562
38.331458956340114,44.16261968055601,32.61185123103453,120.0,40.5,5.0
45.67727487348037,97.60679033566286,40.415020841177224,50.0,75.0,91.54370370224065
16.174389197764604,62.68583168048293,22.38208976393995,50.0,50.0,31.301784339254166
58.85923071698708,98.39259215694617,15.546977480290849,30.0,75.0,112.52930154602892
74.527590859723,80.76140953154766,43.03308080416543,120.0,50.0,5.0
24.258242579038097,49.410652305433906,24.218698947788596,50.0,50.0,15.664445565419294
58.82268394314721,78.29018100248224,44.30175715987737,22.0,30.0,23.035024733722533
69.45618449604419,94.88564524110707,20.537553886110988,7.2,40.5,164.09630774823196
36.83955688972714,46.90178152168383,39.472459305128424,50.0,75.0,10.447803588794491
50.12088651097484,91.88535630213484,41.526193900452235,7.2,40.5,310.60106680898235
35.82713523550285,90.52413453096968,42.000693701940335,7.2,40.5,389.39649241064376
59.89685506892259,94.77574850924009,35.14274008591843,7.2,40.5,193.97420600048113
36.79586096849765,50.700151381490976,22.057067544059546,50.0,40.5,7.506726048975704
18.38344739208291,47.30863511585872,21.907385052836098,30.0,40.5,26.853500401790992
9.384096058141543,26.522238915773137,23.23620762000376,60.0,40.5,7.650911753669833
58.81983242436322,88.8722884147079,44.73767981106565,50.0,50.0,31.274761669286708
72.91435942472555,94.97822728346084,22.946863417102,60.0,30.0,11.441123602919687
32.52170594036005,58.986778310666,33.5146735018694,60.0,30.0,8.698617171324438
10.244870428207559,69.502411186508,23.134423095005545,22.0,50.0,86.89498355761776
29.975143479364846,78.50843668356406,44.82418083663502,22.0,30.0,57.56157735855103
30.01771621041503,72.73830782963923,17.663021823233052,60.0,75.0,47.714900449597245
17.785845363043816,54.40333162539644,27.680673401885684,50.0,30.0,15.712003474591665
40.61649076296639,66.41961225802453,18.59487006052939,30.0,75.0,49.76946328989096
23.27425370479,76.4422842537848,17.787874331381698,120.0,40.5,16.04119075879038
50.63648094948435,78.1216173750858,19.779120618569408,60.0,60.0,23.73786126260991
32.01023056036393,42.53082697207453,43.10873469093188,7.2,30.0,34.952523000140296
38.54019053786267,77.44963216344252,30.470382830894934,30.0,50.0,49.46646319285301
34.32820722936308,69.73405814211715,26.91536332287633,120.0,40.5,7.997638754165156
44.93608944195696,86.05329929530109,19.238341478265173,50.0,30.0,24.177222645530858
16.534336225102333,39.08039125750377,43.719686636837615,22.0,40.5,30.560873225237152
69.65108617044669,98.04197867837144,29.611857564568076,120.0,75.0,20.204018257453882
66.8900575561676,90.61990576691977,18.652857333758245,60.0,40.5,18.831205508969163
10.997404576947647,81.24420546298566,18.66105156373185,50.0,75.0,109.35376896339466
25.831446781194586,89.72491718073864,15.009975183614682,30.0,40.5,83.60175804936799
9.601222033300111,81.27730736688726,28.794012713079606,22.0,50.0,144.60529705181767
27.301628617762915,61.43475468034555,20.119942756499952,60.0,30.0,10.694944589519249
18.332479088843616,76.35712082673773,33.54155022861558,50.0,30.0,26.163285626178837
18.031444674672088,73.50154844436113,40.44047655748204,22.0,75.0,166.05194036387186
19.59668838655738,52.32696131951503,27.42389257586781,120.0,75.0,14.487951222221525
23.643519328620656,38.19128305020633,27.55741864871806,120.0,75.0,5.611978516118818
45.14825985894437,60.87644766061641,15.363623239316798,22.0,75.0,40.70915641443371
76.9682483240775,90.76511129825226,18.292085960325107,50.0,50.0,17.615627019558982
12.356193558818344,57.70629958346863,19.50145994081953,50.0,60.0,42.514942792620886
51.05609833885521,93.82874834968773,26.771811645854235,22.0,75.0,151.3980953303308
54.401910965558265,97.67905358909819,39.266503849089844,60.0,30.0,20.942448172564745
72.63214941015677,87.95440838946249,34.11604430424841,22.0,50.0,30.162114676400027
71.70431870966331,87.20181061600067,41.47378321368299,60.0,60.0,16.984611092103183
8.12546754517882,20.49173429505967,36.489701641880465,60.0,50.0,6.6430010297437745
76.737604872461,95.20627394276445,25.597542255061924,120.0,60.0,10.258482598080066
54.60279583028108,67.08417899675023,20.22328006002253,60.0,75.0,10.530576992686473
24.878482124375303,31.347174583708718,17.46515002429282,50.0,30.0,5.0
51.84976766406978,73.3305518533937,21.170617865866653,7.2,60.0,139.66513687861521
53.292819015584804,80.41022606342891,16.258536702949087,22.0,40.5,48.677137253191674
78.4977747019138,93.43016029686265,32.472679746217395,50.0,40.5,12.964326820102704
74.60627302445373,84.18702248684252,26.1650107151254,30.0,60.0,16.54611771336196
25.53434806355799,95.02053068691382,35.27946826759066,30.0,30.0,70.68072343657614
66.1960204226463,96.00690420644395,40.395430160708344,7.2,40.5,203.10474643677645
78.37979591004469,95.81489808586828,31.734396765332097,50.0,50.0,19.367912288136175
25.19984737265188,67.86095391427324,36.838415301922296,22.0,75.0,89.79281873043314
77.38473065952473,90.98792480492575,19.52028323129632,50.0,75.0,25.86964936223697
60.756783955745696,86.71159488624208,18.17792137675479,60.0,60.0,27.24264075018974
17.005372621592976,58.00437585268312,15.279948594812799,7.2,60.0,271.13124341198466
12.438357469041193,50.58638765339274,39.00212906097479,30.0,30.0,25.882181884052645
51.19890876951343,64.4345973239913,25.661537060572183,60.0,30.0,5.0
62.07430700210704,68.236957834209,37.37201348193697,120.0,30.0,5.0
29.51987122535593,44.26907993413009,24.168126464706447,30.0,75.0,24.86131353156426
53.252388493383826,90.83221516783047,21.516272930736317,22.0,75.0,125.25586588661551
18.377943823049737,25.60545276090565,20.006553535646127,50.0,30.0,5.0
70.56968529576783,88.03182610579952,36.70214296836859,60.0,40.5,10.558685176850117
50.26157499473411,85.52568507280263,39.14966999042309,50.0,60.0,39.08179505588532
16.174980211193258,75.99113245209793,37.37775626441024,22.0,75.0,151.76755244773491
38.01492484666179,51.41751816256899,24.845782608279347,7.2,40.5,47.64118040943583
65.10251868646392,93.02158475707733,37.00847490126937,120.0,75.0,19.356390196878895
42.21247880849146,56.621984682658905,35.577338131495914,120.0,60.0,5.0
49.082702064664865,62.553353141796485,25.867063249568652,22.0,50.0,19.848622848371086
67.37727827568301,79.92023727059585,30.542362987164463,60.0,50.0,7.4270318549586145
37.22426095542013,92.64689616372931,40.25800700375426,60.0,60.0,68.2659854664599
41.22266540640164,53.40086254455813,17.418045412713738,22.0,50.0,21.80876799008964
62.413467424333234,72.59173360663014,33.30675448432924,50.0,30.0,5.0
76.74609658125935,83.0048495517774,16.711641634537628,120.0,60.0,5.0
64.0344951951203,99.22074231977706,26.13621281669995,22.0,30.0,46.86188967207321
41.56783952550382,48.36388680462253,16.879596103660635,22.0,50.0,12.189130374119484
35.83217019505299,61.38372100702038,41.99500037061817,22.0,50.0,44.684065350201465
75.26168465248189,81.29316715322196,27.56379957222484,120.0,30.0,5.0
15.872380428486277,78.25222696825514,20.73572104394367,7.2,50.0,354.5474891407977
77.55171333412063,85.74501926941142,15.661054808925126,60.0,60.0,8.034038586844055
56.28155791827819,82.38719474266647,44.41550466003318,60.0,40.5,19.159499447744487
64.37749913400137,86.18431137470489,33.387004825858476,120.0,40.5,6.303865569374611
75.92736102502117,97.13863442289535,35.07067011987325,22.0,50.0,50.68960595114482
9.67048294114142,58.402086452099645,39.192108516985186,22.0,50.0,79.08335564470521
20.10228366019808,44.472393591205154,19.941190602968877,50.0,60.0,21.384574002425214
70.83725586140307,97.09036717154935,41.11735275138021,30.0,75.0,88.97523646194273
62.900935723249276,68.77298452340209,16.95613773781476,120.0,50.0,5.0
42.33593810257177,52.89061156563854,34.70340314172882,7.2,50.0,50.7595257325507
77.33574904256088,85.93513091330114,30.69988893584224,50.0,60.0,8.761501599157967
28.42618264141352,76.21148792228954,20.875224377607566,120.0,40.5,12.970923851534172
64.49460128286908,79.15754254012106,40.71537770996259,30.0,50.0,24.17585028150032
15.553364603656881,36.60282975557805,20.526745177140782,60.0,60.0,13.231771514341858
64.89449542870635,99.02927441073872,40.706218082252825,7.2,60.0,345.9694637919992
79.13119920590574,91.83326422329414,18.67301695076823,120.0,75.0,10.445818706835349
78.48368433908914,94.32060089657882,18.894793468551526,60.0,30.0,9.39582082750863
66.72188346661146,77.65330176443236,26.37081378657292,30.0,75.0,20.553200042465637
73.86559997170814,81.2062019175904,37.78747230343895,7.2,50.0,44.87365761612252
28.5545596244549,50.453095661029245,39.57765314614383,50.0,60.0,16.78832845520815
13.470740630838018,25.578418075364894,36.57232342061567,30.0,60.0,15.959032197518551
19.344531343594003,70.7801496148149,28.06516363194478,120.0,30.0,9.471619851399009
78.43287035113659,93.93878537208953,18.78794224693508,22.0,40.5,33.09083711590203
56.125211180121504,67.62243283110674,34.65847229074974,7.2,50.0,52.05858666402649
27.898300752254848,47.167099742232466,15.995680636872788,60.0,75.0,19.110254948138834
70.3403361697289,94.23123603130121,38.65342029759896,60.0,40.5,17.66694600985197
5.014129966743642,25.229037188881858,26.69278162279476,120.0,60.0,6.438928109301391
35.95708469495195,88.33042339614103,29.372101893100535,7.2,30.0,184.46273728704003
77.46825580300987,84.70274601650516,36.23064978991856,120.0,50.0,5.0
67.95956821255751,99.50782880667168,33.640334917605884,7.2,50.0,230.44116800235972
52.63168294322891,76.69074023612826,21.553295486499213,60.0,75.0,23.06546729382505
8.459267325180038,62.542642171152735,23.51485341070561,120.0,50.0,14.947595382666652
59.76846103176094,85.86539886030077,16.934738137475026,50.0,40.5,21.66700940013123
71.92268736047392,81.19960985499756,17.36907486572486,60.0,30.0,5.0
25.083250661625062,85.25881176022916,32.20048036905654,60.0,75.0,66.23717789858935
